query,x[m],y[m],z[m],th[deg],ph[deg],query_pix,dilated_pix,lapse time[ms]
0,\workspa,e\UMap\S,N\gazebo,am\que,\query,4115,4115,277
DB No.,x[m],y[m],z[m],th[deg],ph[deg],A,B,Bcon,C,D,E,Econ,F,sim_index,SPV_and,SPV_in, SPV_db 
0000447,-007.700,-001.900,0000.200,0000.0,0000.0,1967,1768,882,380,2094,15256,8749,39975,0.203253,0,13,0
0000448,-007.650,-001.900,0000.200,0000.0,0000.0,1986,1827,1009,302,2298,15597,8876,39430,0.204429,0,14,0
0000449,-007.600,-001.900,0000.200,0000.0,0000.0,2006,1780,1008,329,2118,16098,9091,39109,0.214503,0,11,2
0000450,-007.550,-001.900,0000.200,0000.0,0000.0,1956,1911,1055,248,2274,16517,9451,38534,0.203944,0,11,0
0000451,-007.500,-001.900,0000.200,0000.0,0000.0,1818,2148,1083,149,2473,16443,9602,38409,0.187007,11,11,144
0000452,-007.450,-001.900,0000.200,0000.0,0000.0,1994,1834,1126,287,2329,17483,10053,37513,0.219274,0,11,14
0000453,-007.400,-001.900,0000.200,0000.0,0000.0,2004,1895,1117,216,2633,19668,11394,35024,0.19754,0,10,14
0000454,-007.350,-001.900,0000.200,0000.0,0000.0,1909,2032,1178,174,2643,22725,13050,31957,0.200059,0,9,10
0000455,-007.300,-001.900,0000.200,0000.0,0000.0,2562,1319,782,234,2379,20314,12095,34632,0.156452,0,8,8
0000456,-007.250,-001.900,0000.200,0000.0,0000.0,2668,1286,751,161,2420,25227,14037,29678,0.139556,0,4,13
0000457,-007.200,-001.900,0000.200,0000.0,0000.0,2720,1202,755,193,1643,20667,11144,35015,0.16464,0,4,5
0000458,-007.150,-001.900,0000.200,0000.0,0000.0,3349,741,532,25,981,13426,7101,42918,0.109301,0,4,0
0000459,-007.100,-001.900,0000.200,0000.0,0000.0,4043,68,34,4,188,3388,1689,53749,0.00883105,0,0,0
0000460,-007.050,-001.900,0000.200,0000.0,0000.0,3908,203,116,4,176,3037,1499,54112,0.0279655,0,0,0
0000461,-007.000,-001.900,0000.200,0000.0,0000.0,4115,0,0,0,96,639,381,56590,0,0,0,0
0000462,-006.950,-001.900,0000.200,0000.0,0000.0,3252,710,432,153,1249,9282,5401,46794,0.10906,0,8,0
0000463,-006.900,-001.900,0000.200,0000.0,0000.0,3865,232,112,18,1376,9849,5947,46100,0.0236751,0,9,0
0000464,-006.850,-001.900,0000.200,0000.0,0000.0,3889,219,107,7,1031,5849,3572,50445,0.0221531,0,7,0
0000465,-006.800,-001.900,0000.200,0000.0,0000.0,3888,219,106,8,1152,5872,3588,50301,0.0216442,0,8,0
0000466,-006.750,-001.900,0000.200,0000.0,0000.0,3886,220,106,9,1278,6003,3662,50044,0.0213239,0,9,0
0000467,-006.700,-001.900,0000.200,0000.0,0000.0,3885,222,105,8,1150,6269,3795,49906,0.0214625,0,8,0
0000468,-006.650,-001.900,0000.200,0000.0,0000.0,3884,223,105,8,1143,6427,3869,49755,0.0214911,0,8,0
0000469,-006.600,-001.900,0000.200,0000.0,0000.0,3772,335,116,8,1143,6600,4009,49582,0.0235831,0,8,0
0000470,-006.550,-001.900,0000.200,0000.0,0000.0,3549,558,172,8,1164,6648,4040,49513,0.0340974,0,8,0
0000471,-006.500,-001.900,0000.200,0000.0,0000.0,3544,562,240,9,1273,6834,4035,49218,0.0462138,0,9,0
0000472,-006.450,-001.900,0000.200,0000.0,0000.0,3533,574,309,8,1189,7201,4107,48935,0.0597662,0,8,0
0000473,-006.400,-001.900,0000.200,0000.0,0000.0,3514,371,219,230,1120,7522,4272,48683,0.0857689,0,9,0
0000474,-006.350,-001.900,0000.200,0000.0,0000.0,3338,766,396,11,1210,7461,4338,48654,0.0764319,0,7,0
0000475,-006.300,-001.900,0000.200,0000.0,0000.0,3001,1098,440,16,1265,7367,4427,48693,0.0847584,0,6,0
0000476,-006.250,-001.900,0000.200,0000.0,0000.0,3110,884,518,121,1012,7892,4526,48421,0.124634,0,7,0
0000477,-006.200,-001.900,0000.200,0000.0,0000.0,2807,1285,629,23,1301,7727,4529,48297,0.120384,0,6,0
0000478,-006.150,-001.900,0000.200,0000.0,0000.0,3425,673,383,17,1315,8669,4935,47341,0.0736648,0,6,0
0000479,-006.100,-001.900,0000.200,0000.0,0000.0,3722,375,184,18,1232,8654,5021,47439,0.0377782,0,6,0
0000480,-006.050,-001.900,0000.200,0000.0,0000.0,3198,891,429,26,1451,9179,5508,46695,0.0817463,0,7,0
0000481,-006.000,-001.900,0000.200,0000.0,0000.0,3810,288,137,17,1319,10165,6114,45841,0.0283401,0,8,0
0000482,-005.950,-001.900,0000.200,0000.0,0000.0,3835,274,132,6,972,5995,3707,50358,0.027128,0,6,0
0000483,-005.900,-001.900,0000.200,0000.0,0000.0,3834,273,130,8,1162,5936,3647,50227,0.0261512,0,8,0
0000484,-005.850,-001.900,0000.200,0000.0,0000.0,3833,275,130,7,1066,6177,3804,50082,0.0264428,0,7,0
0000485,-005.800,-001.900,0000.200,0000.0,0000.0,3831,277,129,7,1073,6428,3931,49824,0.0262143,0,7,0
0000486,-005.750,-001.900,0000.200,0000.0,0000.0,3830,278,129,7,1086,6578,4007,49661,0.0261488,0,7,0
0000487,-005.700,-001.900,0000.200,0000.0,0000.0,3718,389,140,8,1224,6611,4107,49490,0.0277205,0,8,0
0000488,-005.650,-001.900,0000.200,0000.0,0000.0,3495,612,196,8,1226,6676,4149,49423,0.0381951,0,8,0
0000489,-005.600,-001.900,0000.200,0000.0,0000.0,3490,617,263,8,1215,6984,4162,49126,0.0508443,0,8,0
0000490,-005.550,-001.900,0000.200,0000.0,0000.0,3479,629,333,7,1075,7393,4252,48857,0.0655106,0,7,0
0000491,-005.500,-001.900,0000.200,0000.0,0000.0,3466,532,329,117,987,7599,4318,48739,0.0874167,0,7,0
0000492,-005.450,-001.900,0000.200,0000.0,0000.0,3337,767,429,11,1243,7567,4368,48515,0.0821202,0,6,0
0000493,-005.400,-001.900,0000.200,0000.0,0000.0,3101,1004,398,10,1015,7598,4552,48712,0.0795322,0,5,0
0000494,-005.350,-001.900,0000.200,0000.0,0000.0,3106,774,419,235,989,8081,4682,48255,0.128135,0,7,0
0000495,-005.300,-001.900,0000.200,0000.0,0000.0,2808,1189,565,118,1206,7830,4574,48289,0.128359,0,7,0
0000496,-005.250,-001.900,0000.200,0000.0,0000.0,3422,675,412,18,1307,8704,4885,47314,0.0793065,0,6,0
0000497,-005.200,-001.900,0000.200,0000.0,0000.0,3722,375,183,18,1403,9269,5318,46653,0.0364262,0,7,0
0000498,-005.150,-001.900,0000.200,0000.0,0000.0,3279,819,307,17,1318,9237,5557,46770,0.0596356,0,6,0
0000499,-005.100,-001.900,0000.200,0000.0,0000.0,3349,749,286,17,1310,9683,5911,46332,0.0558525,0,8,0
0000500,-005.050,-001.900,0000.200,0000.0,0000.0,3781,328,160,6,956,6104,3775,50265,0.0327352,0,6,0
0000501,-005.000,-001.900,0000.200,0000.0,0000.0,3780,329,160,6,886,5782,3566,50657,0.0331934,0,6,0
0000502,-004.950,-001.900,0000.200,0000.0,0000.0,3779,330,160,6,958,6371,3958,49996,0.0327223,0,6,0
0000503,-004.900,-001.900,0000.200,0000.0,0000.0,3778,331,160,6,953,6522,4024,49850,0.0327545,0,6,0
0000504,-004.850,-001.900,0000.200,0000.0,0000.0,3776,333,159,6,965,6772,4143,49588,0.0324803,0,6,0
0000505,-004.800,-001.900,0000.200,0000.0,0000.0,3775,334,159,6,960,6942,4242,49423,0.0325123,0,6,0
0000506,-004.750,-001.900,0000.200,0000.0,0000.0,3552,557,193,6,967,6998,4308,49360,0.0391578,0,6,0
0000507,-004.700,-001.900,0000.200,0000.0,0000.0,3440,669,259,6,992,7167,4324,49166,0.0518896,0,6,0
0000508,-004.650,-001.900,0000.200,0000.0,0000.0,3425,683,362,7,1129,7433,4357,48763,0.0703661,0,7,0
0000509,-004.600,-001.900,0000.200,0000.0,0000.0,3416,693,432,6,1007,7649,4354,48669,0.0855135,0,6,0
0000510,-004.550,-001.900,0000.200,0000.0,0000.0,3397,600,369,118,1134,7854,4469,48337,0.0927796,0,7,0
0000511,-004.500,-001.900,0000.200,0000.0,0000.0,3052,1052,423,11,1001,7671,4587,48653,0.0848319,0,5,0
0000512,-004.450,-001.900,0000.200,0000.0,0000.0,3068,1037,553,10,1032,7972,4629,48321,0.109384,0,5,0
0000513,-004.400,-001.900,0000.200,0000.0,0000.0,2821,1089,561,205,1027,8241,4787,48057,0.148969,0,6,0
0000514,-004.350,-001.900,0000.200,0000.0,0000.0,3053,854,393,208,1033,8834,5102,47458,0.116744,0,6,0
0000515,-004.300,-001.900,0000.200,0000.0,0000.0,3646,452,239,17,1338,9358,5312,46629,0.0469466,0,5,0
0000516,-004.250,-001.900,0000.200,0000.0,0000.0,3636,463,250,16,1225,9862,5751,46238,0.0498127,0,4,0
0000517,-004.200,-001.900,0000.200,0000.0,0000.0,3275,815,554,25,1192,9734,5654,46399,0.109101,0,4,0
0000518,-004.150,-001.900,0000.200,0000.0,0000.0,3753,358,193,4,854,6373,3877,50098,0.0396458,0,4,0
0000519,-004.100,-001.900,0000.200,0000.0,0000.0,3752,359,193,4,864,6494,3947,49967,0.0395662,0,4,0
0000520,-004.050,-001.900,0000.200,0000.0,0000.0,3751,360,193,4,871,6636,4067,49818,0.0395106,0,4,0
0000521,-004.000,-001.900,0000.200,0000.0,0000.0,3750,361,192,4,878,6787,4110,49660,0.039255,0,4,0
0000522,-003.950,-001.900,0000.200,0000.0,0000.0,3742,316,172,57,941,7079,4284,49305,0.0452927,0,5,0
0000523,-003.900,-001.900,0000.200,0000.0,0000.0,3741,318,172,56,750,6815,4119,49760,0.0468654,0,4,0
0000524,-003.850,-001.900,0000.200,0000.0,0000.0,3518,541,206,56,809,7443,4512,49073,0.0532088,0,4,0
0000525,-003.800,-001.900,0000.200,0000.0,0000.0,3406,653,272,56,812,7636,4538,48877,0.066572,0,4,0
0000526,-003.750,-001.900,0000.200,0000.0,0000.0,3397,662,341,56,807,7921,4564,48597,0.0806583,0,4,0
0000527,-003.700,-001.900,0000.200,0000.0,0000.0,3382,677,445,56,823,8159,4501,48343,0.101458,0,4,0
0000528,-003.650,-001.900,0000.200,0000.0,0000.0,3363,585,382,167,893,8456,4711,47976,0.109625,0,4,0
0000529,-003.600,-001.900,0000.200,0000.0,0000.0,3011,1031,482,73,1004,8254,4772,48067,0.10842,0,4,0
0000530,-003.550,-001.900,0000.200,0000.0,0000.0,2917,1127,592,71,1009,8461,4792,47855,0.129391,0,4,0
0000531,-003.500,-001.900,0000.200,0000.0,0000.0,2809,1045,559,261,834,8813,4956,47678,0.16569,0,6,0
0000532,-003.450,-001.900,0000.200,0000.0,0000.0,3041,903,496,171,934,9288,5192,47103,0.132105,0,5,0
0000533,-003.400,-001.900,0000.200,0000.0,0000.0,3534,508,249,73,1035,10022,5601,46268,0.0625243,0,4,0
0000534,-003.350,-001.900,0000.200,0000.0,0000.0,3616,426,260,73,1048,10542,5952,45735,0.0644974,0,3,0
0000535,-003.300,-001.900,0000.200,0000.0,0000.0,2982,1053,609,80,1028,10172,5797,46125,0.133969,0,2,0
0000536,-003.250,-001.900,0000.200,0000.0,0000.0,3735,320,207,60,670,7115,4031,49540,0.0557994,0,2,0
0000537,-003.200,-001.900,0000.200,0000.0,0000.0,3734,321,207,60,674,7274,4128,49377,0.0557528,0,2,0
0000538,-003.150,-001.900,0000.200,0000.0,0000.0,3726,378,264,11,716,7482,4187,49127,0.056924,0,2,0
0000539,-003.100,-001.900,0000.200,0000.0,0000.0,3725,379,264,11,726,7603,4265,48996,0.0568064,0,2,0
0000540,-003.050,-001.900,0000.200,0000.0,0000.0,3726,329,224,60,667,7698,4305,48960,0.0593894,0,2,0
0000541,-003.000,-001.900,0000.200,0000.0,0000.0,3717,339,242,59,688,8067,4537,48570,0.0626692,0,2,0
0000542,-002.950,-001.900,0000.200,0000.0,0000.0,3495,562,277,58,703,8041,4607,48581,0.0695309,0,2,0
0000543,-002.900,-001.900,0000.200,0000.0,0000.0,3383,673,343,59,840,8116,4635,48369,0.0811302,0,3,0
0000544,-002.850,-001.900,0000.200,0000.0,0000.0,3369,661,409,85,688,8534,4734,48103,0.102852,0,3,0
0000545,-002.800,-001.900,0000.200,0000.0,0000.0,3353,668,506,94,755,8125,4369,48445,0.123203,0,4,0
0000546,-002.750,-001.900,0000.200,0000.0,0000.0,3331,561,433,223,539,9619,5090,47167,0.140954,0,4,0
0000547,-002.700,-001.900,0000.200,0000.0,0000.0,2985,1016,484,114,681,9419,5124,47225,0.124687,0,2,0
0000548,-002.650,-001.900,0000.200,0000.0,0000.0,2871,1129,568,115,712,9635,5249,46978,0.141496,0,2,0
0000549,-002.600,-001.900,0000.200,0000.0,0000.0,2843,1132,743,140,855,9765,5082,46705,0.177666,0,3,0
0000550,-002.550,-001.900,0000.200,0000.0,0000.0,2980,1085,687,50,922,10001,5151,46402,0.146317,0,2,0
0000551,-002.500,-001.900,0000.200,0000.0,0000.0,3377,713,365,25,939,10576,5530,45810,0.0771666,0,2,0
0000552,-002.450,-001.900,0000.200,0000.0,0000.0,3408,684,359,23,949,11034,5834,45342,0.0754344,0,2,0
0000553,-002.400,-001.900,0000.200,0000.0,0000.0,2319,1748,721,48,903,10167,5679,46255,0.153248,0,2,0
0000554,-002.350,-001.900,0000.200,0000.0,0000.0,3326,725,404,64,511,7459,3936,49355,0.101167,0,3,0
0000555,-002.300,-001.900,0000.200,0000.0,0000.0,3309,743,469,63,523,7580,3931,49222,0.114705,0,3,0
0000556,-002.250,-001.900,0000.200,0000.0,0000.0,3281,706,445,128,465,7457,3910,49403,0.125109,0,3,0
0000557,-002.200,-001.900,0000.200,0000.0,0000.0,3062,1017,456,36,511,6682,3588,50132,0.106355,0,2,0
0000558,-002.150,-001.900,0000.200,0000.0,0000.0,2951,1144,476,20,519,6476,3519,50330,0.107035,0,2,0
0000559,-002.100,-001.900,0000.200,0000.0,0000.0,3036,1059,667,20,506,6636,3385,50183,0.148669,0,2,0
0000560,-002.050,-001.900,0000.200,0000.0,0000.0,3074,1016,511,25,497,6673,3537,50155,0.116219,0,2,0
0000561,-002.000,-001.900,0000.200,0000.0,0000.0,3499,595,244,21,499,6848,3637,49978,0.0574339,0,2,0
0000562,-001.950,-001.900,0000.200,0000.0,0000.0,3724,370,180,21,486,6910,3578,49929,0.0436862,0,2,0
0000563,-001.900,-001.900,0000.200,0000.0,0000.0,3265,838,570,12,360,5858,2770,51107,0.130056,0,1,0
0000564,-001.850,-001.900,0000.200,0000.0,0000.0,4043,68,34,4,188,3388,1690,53749,0.00883105,0,0,0
0000565,-001.800,-001.900,0000.200,0000.0,0000.0,3857,215,111,43,137,3025,1505,54163,0.0362183,0,0,0
0000566,-001.750,-001.900,0000.200,0000.0,0000.0,4115,0,0,0,205,1967,1164,55153,0,0,0,0
0000567,-001.700,-001.900,0000.200,0000.0,0000.0,1776,2244,1407,95,2554,22989,13499,31782,0.225221,0,5,13
0000568,-001.650,-001.900,0000.200,0000.0,0000.0,1937,1796,1049,382,2635,28933,15783,25757,0.212,10,10,374
0000569,-001.600,-001.900,0000.200,0000.0,0000.0,1769,1916,1122,430,1757,21943,12025,33625,0.264305,0,6,12
0000570,-001.550,-001.900,0000.200,0000.0,0000.0,2249,1622,1021,244,1963,22124,12152,33238,0.208128,0,4,17
0000571,-001.500,-001.900,0000.200,0000.0,0000.0,2049,1703,1030,363,1762,19574,10664,35989,0.237026,0,4,10
0000572,-001.450,-001.900,0000.200,0000.0,0000.0,2396,1421,857,298,1253,13925,7728,42147,0.215164,0,3,9
0000573,-001.400,-001.900,0000.200,0000.0,0000.0,2209,1709,905,197,1267,13833,7793,42225,0.204757,0,2,7
0000574,-001.350,-001.900,0000.200,0000.0,0000.0,2093,1968,980,54,1405,13395,7678,42525,0.187319,0,1,14
0000575,-001.300,-001.900,0000.200,0000.0,0000.0,2183,1770,1014,162,1231,13063,7291,43031,0.219978,0,2,19
0000576,-001.250,-001.900,0000.200,0000.0,0000.0,2214,1652,999,249,1154,13138,7336,43033,0.236857,0,3,12
0000577,-001.200,-001.900,0000.200,0000.0,0000.0,2381,1526,861,208,1279,12865,7347,43181,0.198183,0,3,6
0000578,-001.150,-001.900,0000.200,0000.0,0000.0,2855,1170,704,90,1353,12331,7167,43641,0.145208,0,3,3
0000579,-001.100,-001.900,0000.200,0000.0,0000.0,3155,869,561,91,1144,11697,6645,44484,0.123978,0,4,0
0000580,-001.050,-001.900,0000.200,0000.0,0000.0,3151,806,533,158,968,10668,6057,45689,0.135943,0,4,4
0000581,-001.000,-001.900,0000.200,0000.0,0000.0,3386,697,495,32,808,8142,4510,48375,0.107049,0,3,1
0000582,-000.950,-001.900,0000.200,0000.0,0000.0,4043,68,34,4,188,3388,1690,53749,0.00883105,0,0,0
0000583,-000.900,-001.900,0000.200,0000.0,0000.0,3857,215,111,43,137,3025,1505,54163,0.0362183,0,0,0
0000584,-000.850,-001.900,0000.200,0000.0,0000.0,4115,0,0,0,48,552,299,56725,0,0,0,0
0000585,-000.800,-001.900,0000.200,0000.0,0000.0,2619,1366,878,130,643,7494,3934,49188,0.211854,0,2,0
0000586,-000.750,-001.900,0000.200,0000.0,0000.0,2388,1706,812,21,588,7922,4290,48815,0.177121,0,1,0
0000587,-000.700,-001.900,0000.200,0000.0,0000.0,2705,1283,706,127,463,9167,4499,47695,0.181957,0,2,0
0000588,-000.650,-001.900,0000.200,0000.0,0000.0,2760,1315,596,40,545,9123,4600,47657,0.136481,0,1,0
0000589,-000.600,-001.900,0000.200,0000.0,0000.0,2926,1164,758,25,524,8626,4116,48175,0.168786,0,1,0
0000590,-000.550,-001.900,0000.200,0000.0,0000.0,3825,275,130,15,561,9980,4980,46784,0.0310094,0,2,0
0000591,-000.500,-001.900,0000.200,0000.0,0000.0,3501,601,209,13,371,6311,3238,50643,0.0494873,0,1,0
0000592,-000.450,-001.900,0000.200,0000.0,0000.0,3916,194,83,5,368,6510,3259,50447,0.0196297,0,1,0
0000593,-000.400,-001.900,0000.200,0000.0,0000.0,3826,249,123,40,152,3207,1600,53966,0.0382001,0,0,0
0000594,-000.350,-001.900,0000.200,0000.0,0000.0,4096,18,8,1,284,4269,2217,52772,0.00204592,0,1,0
0000595,-000.300,-001.900,0000.200,0000.0,0000.0,2190,1616,937,309,1379,15167,8357,40779,0.226793,0,6,13
0000596,-000.250,-001.900,0000.200,0000.0,0000.0,2060,1699,933,356,1516,14925,8223,40884,0.228911,0,7,16
0000597,-000.200,-001.900,0000.200,0000.0,0000.0,1950,1778,983,387,1585,14775,8138,40965,0.240351,0,9,16
0000598,-000.150,-001.900,0000.200,0000.0,0000.0,1952,1907,1138,256,1610,14814,8168,40901,0.243493,0,7,4
0000599,-000.100,-001.900,0000.200,0000.0,0000.0,1931,2025,1288,159,1767,14878,8138,40680,0.246005,7,7,136
0000600,-000.050,-001.900,0000.200,0000.0,0000.0,1884,1996,1337,235,1644,14242,7855,41439,0.272964,0,6,7
0000601,-010.000,-001.850,0000.200,0000.0,0000.0,3884,214,97,17,542,6903,3526,49880,0.0244793,0,3,0
0000602,-009.950,-001.850,0000.200,0000.0,0000.0,3820,277,115,18,696,6952,3560,49677,0.027645,0,4,0
0000603,-009.900,-001.850,0000.200,0000.0,0000.0,3836,261,128,18,704,7024,3535,49597,0.0302967,0,4,0
0000604,-009.850,-001.850,0000.200,0000.0,0000.0,3848,233,138,34,686,7139,3600,49500,0.0358259,0,4,0
0000605,-009.800,-001.850,0000.200,0000.0,0000.0,3871,202,128,42,550,6886,3477,49889,0.0364416,0,3,0
0000606,-009.750,-001.850,0000.200,0000.0,0000.0,3882,227,99,6,590,6869,3514,49866,0.0223167,0,2,0
0000607,-009.700,-001.850,0000.200,0000.0,0000.0,4012,96,45,7,749,7032,3595,49544,0.0106908,0,3,0
0000608,-009.650,-001.850,0000.200,0000.0,0000.0,3969,140,59,6,570,7372,3905,49383,0.0138741,0,2,0
0000609,-009.600,-001.850,0000.200,0000.0,0000.0,3792,281,143,42,549,7624,4112,49152,0.0396655,0,2,0
0000610,-009.550,-001.850,0000.200,0000.0,0000.0,3777,335,194,3,768,8254,4463,48303,0.0403441,0,3,0
0000611,-009.500,-001.850,0000.200,0000.0,0000.0,3598,398,302,119,605,9678,4872,47042,0.0891949,0,3,0
0000612,-009.450,-001.850,0000.200,0000.0,0000.0,3611,491,172,13,737,12496,6422,44092,0.0381286,0,2,0
0000613,-009.400,-001.850,0000.200,0000.0,0000.0,3758,356,175,1,192,3108,1551,54025,0.0408637,0,1,0
0000614,-009.350,-001.850,0000.200,0000.0,0000.0,3710,400,224,5,175,2840,1391,54310,0.05338,0,0,0
0000615,-009.300,-001.850,0000.200,0000.0,0000.0,4115,0,0,0,131,1547,841,55647,0,0,0,0
0000616,-009.250,-001.850,0000.200,0000.0,0000.0,1825,2047,1221,243,2213,24459,13512,30653,0.231353,0,11,1
0000617,-009.200,-001.850,0000.200,0000.0,0000.0,2101,1871,1146,143,2206,23755,12971,31364,0.203923,0,11,1
0000618,-009.150,-001.850,0000.200,0000.0,0000.0,2208,1574,896,333,1718,20482,11402,35125,0.210698,0,13,1
0000619,-009.100,-001.850,0000.200,0000.0,0000.0,2238,1637,917,240,1512,15465,8383,40348,0.205616,0,12,2
0000620,-009.050,-001.850,0000.200,0000.0,0000.0,2295,1486,809,334,1524,15766,8573,40035,0.202696,0,13,2
0000621,-009.000,-001.850,0000.200,0000.0,0000.0,2408,1515,950,192,1499,16085,8639,39741,0.20342,0,8,2
0000622,-008.950,-001.850,0000.200,0000.0,0000.0,2421,1485,945,209,1445,16227,8761,39653,0.207554,0,8,1
0000623,-008.900,-001.850,0000.200,0000.0,0000.0,2443,1559,1012,113,1490,15586,8340,40249,0.200714,0,7,0
0000624,-008.850,-001.850,0000.200,0000.0,0000.0,2379,1660,944,76,1522,15395,8352,40408,0.180947,0,6,0
0000625,-008.800,-001.850,0000.200,0000.0,0000.0,2419,1611,867,85,1529,15442,8444,40354,0.168675,0,6,0
0000626,-008.750,-001.850,0000.200,0000.0,0000.0,2295,1688,849,132,1654,15117,8254,40554,0.170047,0,8,1
0000627,-008.700,-001.850,0000.200,0000.0,0000.0,2143,1804,933,168,1491,14976,8177,40858,0.196397,0,8,1
0000628,-008.650,-001.850,0000.200,0000.0,0000.0,2034,1954,1028,127,1509,14529,7890,41287,0.20537,0,7,1
0000629,-008.600,-001.850,0000.200,0000.0,0000.0,2218,1665,948,232,1306,14456,7812,41563,0.217672,0,4,2
0000630,-008.550,-001.850,0000.200,0000.0,0000.0,2220,1727,892,168,1417,13275,7248,42633,0.191612,0,5,0
0000631,-008.500,-001.850,0000.200,0000.0,0000.0,2982,1011,656,122,925,9119,5012,47281,0.154365,0,2,9
0000632,-008.450,-001.850,0000.200,0000.0,0000.0,3136,741,548,238,353,5275,2836,51697,0.175918,0,3,11
0000633,-008.400,-001.850,0000.200,0000.0,0000.0,4115,0,0,0,0,0,0,57325,0,0,0,0
0000634,-008.350,-001.850,0000.200,0000.0,0000.0,3885,225,125,5,388,6697,3326,50240,0.0288696,0,1,0
0000635,-008.300,-001.850,0000.200,0000.0,0000.0,3954,156,51,5,391,6790,3409,50144,0.0124279,0,1,0
0000636,-008.250,-001.850,0000.200,0000.0,0000.0,4024,86,44,5,382,6850,3412,50093,0.0108962,0,1,0
0000637,-008.200,-001.850,0000.200,0000.0,0000.0,3883,227,115,5,379,6685,3332,50261,0.0267023,0,1,0
0000638,-008.150,-001.850,0000.200,0000.0,0000.0,3691,392,170,32,354,6536,3283,50435,0.0452003,0,1,0
0000639,-008.100,-001.850,0000.200,0000.0,0000.0,3972,138,54,5,379,6774,3394,50172,0.0131286,0,1,0
0000640,-008.050,-001.850,0000.200,0000.0,0000.0,4068,36,17,11,361,6660,3322,50304,0.00625559,0,2,0
0000641,-008.000,-001.850,0000.200,0000.0,0000.0,3977,137,21,1,191,3319,1702,53815,0.00510915,0,1,0
0000642,-007.950,-001.850,0000.200,0000.0,0000.0,3296,814,344,5,175,2426,1271,54724,0.081352,0,0,0
0000643,-007.900,-001.850,0000.200,0000.0,0000.0,4115,0,0,0,178,1150,637,55997,0,0,0,0
0000644,-007.850,-001.850,0000.200,0000.0,0000.0,2337,1523,968,255,2616,17669,10046,37040,0.181697,0,18,0
0000645,-007.800,-001.850,0000.200,0000.0,0000.0,2352,1468,937,295,2694,18002,10230,36629,0.180937,0,20,0
0000646,-007.750,-001.850,0000.200,0000.0,0000.0,2303,1493,888,319,2594,18895,10892,35836,0.179908,0,16,0
0000647,-007.700,-001.850,0000.200,0000.0,0000.0,2251,1471,812,393,2610,19616,11455,35099,0.179182,0,16,0
0000648,-007.650,-001.850,0000.200,0000.0,0000.0,2237,1498,818,380,2690,20669,12162,33966,0.176047,0,15,0
0000649,-007.600,-001.850,0000.200,0000.0,0000.0,2041,1609,838,465,2945,21464,12781,32916,0.184561,0,15,0
0000650,-007.550,-001.850,0000.200,0000.0,0000.0,1738,1985,999,392,3039,22744,13548,31542,0.194437,0,13,0
0000651,-007.500,-001.850,0000.200,0000.0,0000.0,1749,1990,1088,376,2891,25039,14708,29395,0.208964,0,9,0
0000652,-007.450,-001.850,0000.200,0000.0,0000.0,1761,1931,1087,423,3009,27300,15870,27016,0.21196,0,12,0
0000653,-007.400,-001.850,0000.200,0000.0,0000.0,1882,1836,1082,397,2825,27302,15642,27198,0.213112,8,8,397
0000654,-007.350,-001.850,0000.200,0000.0,0000.0,2115,1675,953,325,2746,27864,15837,26715,0.18627,0,10,12
0000655,-007.300,-001.850,0000.200,0000.0,0000.0,2278,1516,866,321,2433,23610,13658,31282,0.181277,0,14,11
0000656,-007.250,-001.850,0000.200,0000.0,0000.0,2130,1794,1007,191,1872,19177,10669,36276,0.2001,0,8,11
0000657,-007.200,-001.850,0000.200,0000.0,0000.0,2406,1464,865,245,1209,15254,8080,40862,0.20849,0,5,12
0000658,-007.150,-001.850,0000.200,0000.0,0000.0,2390,1571,879,154,1110,14350,7671,41865,0.197703,0,3,25
0000659,-007.100,-001.850,0000.200,0000.0,0000.0,2586,1301,735,228,797,10081,5507,46447,0.19605,0,3,8
0000660,-007.050,-001.850,0000.200,0000.0,0000.0,3507,580,380,28,681,7237,3902,49407,0.0850709,0,1,1
0000661,-007.000,-001.850,0000.200,0000.0,0000.0,4115,0,0,0,72,411,238,56842,0,0,0,0
0000662,-006.950,-001.850,0000.200,0000.0,0000.0,3755,354,189,6,1088,5853,3397,50384,0.0374784,0,6,0
0000663,-006.900,-001.850,0000.200,0000.0,0000.0,3748,361,189,6,1105,7108,3828,49112,0.0373563,0,6,0
0000664,-006.850,-001.850,0000.200,0000.0,0000.0,3159,836,428,120,989,7198,3879,49138,0.107367,0,5,0
0000665,-006.800,-001.850,0000.200,0000.0,0000.0,2919,1046,556,150,981,9686,5048,46658,0.13854,0,5,0
0000666,-006.750,-001.850,0000.200,0000.0,0000.0,3777,334,175,4,745,3768,2071,52812,0.0368313,0,4,0
0000667,-006.700,-001.850,0000.200,0000.0,0000.0,3777,334,175,4,739,3776,2078,52810,0.0368768,0,4,0
0000668,-006.650,-001.850,0000.200,0000.0,0000.0,3777,334,175,4,736,3780,2081,52809,0.0368996,0,4,0
0000669,-006.600,-001.850,0000.200,0000.0,0000.0,3777,334,175,4,737,3803,2100,52785,0.036892,0,4,0
0000670,-006.550,-001.850,0000.200,0000.0,0000.0,3770,289,156,56,714,4049,2298,52562,0.0439014,0,4,0
0000671,-006.500,-001.850,0000.200,0000.0,0000.0,3770,289,156,56,715,4052,2300,52558,0.0438923,0,4,0
